Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Monaco,MCO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,14.4707098,14.18418407,14.29303551,15.03576469,..,..
Monaco,MCO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,400.16283472,390.32988513,424.33868932,436.91585591,..,..
Monaco,MCO,Urban population,SP.URB.TOTL,38070,38392,38682,38967,39244,39520
Mongolia,MNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.42355633,4.0050602,3.85443377,3.76607823,..,..
Mongolia,MNG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,161.90859985,146.96208191,159.37991333,163.44186401,..,..
Mongolia,MNG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.62486672,2.47065425,2.21058345,2.13345003,..,..
Mongolia,MNG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,96.07394253,90.65842853,91.40709941,92.58838369,..,..
Mongolia,MNG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,34.99586105,35.47568512,37.28422165,38.24585342,..,..
Mongolia,MNG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,56.66131172,52.13580698,59.42355962,62.50973827,..,..
Mongolia,MNG,Urban population,SP.URB.TOTL,2087401,2128679,2169853,2210626,2250777,2290047
Montenegro,MNE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.63302994,7.98255444,8.34355545,8.32983208,..,..
Montenegro,MNE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,601.97869873,616.28491211,731.4810791,735.15887451,..,..
Montenegro,MNE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.18993425,4.58153057,4.96868992,5.06746101,..,..
Montenegro,MNE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,361.89262,353.71235,435.60595199,447.23456804,..,..
Montenegro,MNE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,39.88281631,42.60279083,40.44877243,39.16490936,..,..
Montenegro,MNE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,240.08606445,262.55455712,295.87512911,287.92429922,..,..
Montenegro,MNE,Urban population,SP.URB.TOTL,411597,413735,415729,417692,419307,420639
Morocco,MAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.23985195,5.23467541,5.33230448,5.30845118,..,..
Morocco,MAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,154.1124115,161.36483765,174.78184509,174.22377014,..,..
Morocco,MAR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.22725797,2.25100017,2.14312124,2.11682343,..,..
Morocco,MAR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,65.50721199,69.38964243,70.2470616,69.47430472,..,..
Morocco,MAR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,57.33640671,56.77648926,59.62752151,59.4057312,..,..
Morocco,MAR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,88.36251943,91.61728589,104.21808612,103.49890807,..,..
Morocco,MAR,Urban population,SP.URB.TOTL,21553482,22027645,22501247,22975024,23450016,23924938
Mozambique,MOZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.17241096,7.75916147,8.09185696,7.83351135,..,..
Mozambique,MOZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,30.76436615,35.80190659,40.72650528,39.46094131,..,..
Mozambique,MOZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.63326025,1.66512334,1.811064,1.66722643,..,..
Mozambique,MOZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.00548446,7.68312264,9.11512623,8.39857465,..,..
Mozambique,MOZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,17.28832626,15.85151672,15.32336426,16.00112534,..,..
Mozambique,MOZ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,5.31864434,5.67514518,6.24067027,6.31419496,..,..
Mozambique,MOZ,Urban population,SP.URB.TOTL,9719881,10157505,10615024,11092108,11587640,12102311
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.11349964,5.08065748,4.89992142,4.67856407,..,..
Myanmar,MMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,57.93581772,57.859272,59.20605469,60.01587296,..,..
Myanmar,MMR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.71513724,0.75167263,0.72659922,0.73722625,..,..
Myanmar,MMR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,8.10248629,8.5601585,8.77954362,9.45702019,..,..
Myanmar,MMR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,76.67307281,75.68782043,76.44777679,75.95656586,..,..
Myanmar,MMR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,44.42117122,43.79242232,45.26171424,45.58599536,..,..
Myanmar,MMR,Urban population,SP.URB.TOTL,15957057,16186648,16423467,16674094,16943754,17235395
Namibia,NAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.3223238,8.72573948,8.31428051,8.49700546,..,..
Namibia,NAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,423.8866272,468.04055786,464.48406982,427.25622559,..,..
Namibia,NAM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.37176323,4.05778646,3.8711977,3.98512077,..,..
Namibia,NAM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,198.78433792,217.6558928,216.2676162,200.38441559,..,..
Namibia,NAM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,46.13353729,46.72157669,48.76709366,48.44717789,..,..
Namibia,NAM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,195.55389295,218.67593615,226.5153551,206.99357532,..,..
Namibia,NAM,Urban population,SP.URB.TOTL,1130941,1177405,1224933,1273255,1322115,1371422
Nauru,NRU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.74993038,11.5623312,8.63223171,9.78171635,..,..
Nauru,NRU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1045.15527344,1215.30480957,967.13873291,1049.44702148,..,..
Nauru,NRU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,9.65461922,8.42948341,7.13436508,8.44230652,..,..
Nauru,NRU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,938.66435359,886.01431891,799.32067925,905.74627675,..,..
Nauru,NRU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,4.52252722,4.15356636,5.20934868,4.59717894,..,..
Nauru,NRU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,47.26742611,50.47848838,50.38162745,48.24495884,..,..
Nauru,NRU,Urban population,SP.URB.TOTL,10474,10577,10678,10764,10834,10873
Nepal,NPL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.42379808,4.72173262,4.5284524,4.44515085,..,..
Nepal,NPL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,48.31941986,50.3108139,51.13627625,53.24640274,..,..
Nepal,NPL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.00771809,1.06542468,1.0672121,1.10280871,..,..
Nepal,NPL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,8.97753768,11.35226956,12.05119387,13.21003497,..,..
Nepal,NPL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,69.71258545,62.01860809,62.89521027,63.28133774,..,..
Nepal,NPL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,33.68471817,31.20206749,32.16227062,33.69503847,..,..
Nepal,NPL,Urban population,SP.URB.TOTL,5164239,5343055,5546094,5765514,5995190,6234107
Netherlands,NLD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.2942524,10.1082983,10.0318222,10.13031101,..,..
Netherlands,NLD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4753.67431641,4934.57519531,5336.984375,5335.30126953,..,..
Netherlands,NLD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.74071836,6.501966,6.59804344,6.67556286,..,..
Netherlands,NLD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3112.72483205,3174.06937605,3510.1953519,3515.79926539,..,..
Netherlands,NLD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,34.49765396,35.6608696,34.20052719,34.07394028,..,..
Netherlands,NLD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1639.90602866,1759.71242151,1825.27683813,1817.94727657,..,..
Netherlands,NLD,Urban population,SP.URB.TOTL,15435425,15602670,15765213,15935776,16087342,16231024
New Caledonia,NCL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
New Caledonia,NCL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
New Caledonia,NCL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
New Caledonia,NCL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
New Caledonia,NCL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
New Caledonia,NCL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
New Caledonia,NCL,Urban population,SP.URB.TOTL,188063,189691,191304,192905,194500,196082
New Zealand,NZL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.23865223,9.01967621,9.21034622,9.74117661,..,..
New Zealand,NZL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3746.47680664,3940.39038086,4037.46289063,4211.04638672,..,..
New Zealand,NZL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.88774443,6.8058548,6.89220285,7.36054611,..,..
New Zealand,NZL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2793.13195923,2973.24730171,3021.27715679,3181.91571015,..,..
New Zealand,NZL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.44583893,24.54262161,25.17161751,24.43832588,..,..
New Zealand,NZL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,953.31486317,967.05291597,1016.33131917,1029.10233265,..,..
New Zealand,NZL,Urban population,SP.URB.TOTL,4072982,4162127,4240881,4312734,4413152,4445853
Nicaragua,NIC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.04877567,8.33672619,8.58646584,8.4039259,..,..
Nicaragua,NIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,169.6340332,180.00311279,173.49383545,160.75878906,..,..
Nicaragua,NIC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.65122366,4.85718918,5.14394617,5.11949444,..,..
Nicaragua,NIC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,98.02805693,104.87438405,103.93600201,97.93086278,..,..
Nicaragua,NIC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,36.99293518,35.69477463,34.67366409,36.35137177,..,..
Nicaragua,NIC,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,62.75260012,64.25170362,60.15667109,58.43802085,..,..
Nicaragua,NIC,Urban population,SP.URB.TOTL,3661976,3722300,3783741,3846138,3909282,3972969
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.53239059,5.57411432,5.28845072,5.6686306,..,..
Niger,NER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.57229996,28.87143326,30.2661438,31.39763641,..,..
Niger,NER,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.10086405,1.88447475,1.76169312,2.02315378,..,..
Niger,NER,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.48254453,9.76074056,10.0822834,11.20592453,..,..
Niger,NER,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.94998169,51.71550369,54.87833023,49.06088257,..,..
Niger,NER,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,13.75781116,14.93100684,16.60955575,15.40395767,..,..
Niger,NER,Urban population,SP.URB.TOTL,3386494,3531990,3686235,3850231,4024595,4209662
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.64773679,3.75336528,3.09069371,3.02666044,..,..
Nigeria,NGA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,79.37476349,73.88726044,66.5456543,71.46572876,..,..
Nigeria,NGA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.47496936,0.53265768,0.49754339,0.48264918,..,..
Nigeria,NGA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,10.33533363,10.48568757,10.71259516,11.39634837,..,..
Nigeria,NGA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,76.66194916,77.89302826,76.52194214,71.30365753,..,..
Nigeria,NGA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,60.85023904,57.5530227,50.92202925,50.95768036,..,..
Nigeria,NGA,Urban population,SP.URB.TOTL,90531026,94518523,98611151,102806950,107106007,111505415
North Macedonia,MKD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.37943363,6.5939827,6.55475044,7.25409985,..,..
North Macedonia,MKD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,327.49136353,358.30688477,399.09707642,436.88717651,..,..
North Macedonia,MKD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.0607338,3.75674963,3.75730467,4.27757454,..,..
North Macedonia,MKD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,208.45975082,204.13601148,228.76987145,257.6222445,..,..
North Macedonia,MKD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,35.62298584,42.89771271,42.67662811,41.03229523,..,..
North Macedonia,MKD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,116.66068948,153.70546306,170.32118415,179.26484265,..,..
North Macedonia,MKD,Urban population,SP.URB.TOTL,1192987,1197983,1203438,1208802,1212058,1213985
Northern Mariana Islands,MNP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Northern Mariana Islands,MNP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Northern Mariana Islands,MNP,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Northern Mariana Islands,MNP,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Northern Mariana Islands,MNP,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Northern Mariana Islands,MNP,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Northern Mariana Islands,MNP,Urban population,SP.URB.TOTL,51379,51763,52121,52469,52836,53213
Norway,NOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.59129524,10.31589031,10.02394581,10.52134705,..,..
Norway,NOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,7496.76855469,7815.78662109,8271.85839844,8007.39794922,..,..
Norway,NOR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,9.04278946,8.78095436,8.59087181,9.02942657,..,..
Norway,NOR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,6400.70000001,6652.84942996,7089.27213796,6871.95390738,..,..
Norway,NOR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,14.62055111,14.8793335,14.29650211,14.17993736,..,..
Norway,NOR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1096.06895549,1162.93700665,1182.58637909,1135.44400329,..,..
Norway,NOR,Urban population,SP.URB.TOTL,4265348,4320306,4368945,4418218,4463566,4506374
Oman,OMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.35671568,3.97070861,4.10356855,4.07190228,..,..
Oman,OMN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,636.89013672,600.79107666,677.9642334,624.7444458,..,..
Oman,OMN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.87286758,3.46304131,3.59855247,3.51993251,..,..
Oman,OMN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,566.15846639,523.97810508,594.52892239,540.05682761,..,..
Oman,OMN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,11.10579109,12.78530979,12.34123611,13.55556679,..,..
Oman,OMN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,70.73168981,76.81300369,83.70209517,84.68765215,..,..
Oman,OMN,Urban population,SP.URB.TOTL,3695354,3898848,4082791,4250782,4405789,4546635
Pakistan,PAK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.89286923,2.90229392,3.20214486,3.37992716,..,..
Pakistan,PAK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,39.42575455,42.25715637,42.87313461,39.49928665,..,..
Pakistan,PAK,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.8632797,0.91669148,1.14399576,1.08106327,..,..
Pakistan,PAK,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,11.76529179,13.34695082,15.31682317,12.63377025,..,..
Pakistan,PAK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,68.35005951,66.67253113,63.67477798,60.920578,..,..
Pakistan,PAK,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,26.9475261,28.1739163,27.29937349,24.06319261,..,..
Pakistan,PAK,Urban population,SP.URB.TOTL,73783786,75765181,77815624,79927762,82094635,84314853
Palau,PLW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.1238575,12.04422569,10.84888458,15.15048885,..,..
Palau,PLW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2031.47277832,1947.85327148,1726.66125488,2355.69580078,..,..
Palau,PLW,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.33800554,6.09704494,6.37917376,6.81600857,..,..
Palau,PLW,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1061.99588152,986.04503594,1015.28151002,1059.79703465,..,..
Palau,PLW,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,32.36998749,34.97377014,38.54869461,28.65948296,..,..
Palau,PLW,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,657.58749281,681.23772013,665.46184788,675.13024378,..,..
Palau,PLW,Urban population,SP.URB.TOTL,13957,14134,14316,14485,14652,14809
Panama,PAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.32181311,6.90812922,7.28005838,7.58405781,..,..
Panama,PAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1050.24365234,1046.33679199,1131.66015625,1192.82080078,..,..
Panama,PAN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.80235195,4.42308235,4.69463491,5.01409578,..,..
Panama,PAN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,688.85115805,669.94024279,729.76497071,788.61705318,..,..
Panama,PAN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,34.32499313,35.91284943,35.42386246,33.79375458,..,..
Panama,PAN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,360.49604543,375.769343,400.87775889,403.09889031,..,..
Panama,PAN,Urban population,SP.URB.TOTL,2705929,2766522,2828116,2890085,2951905,3013434
Papua New Guinea,PNG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.33063054,2.22970963,2.26630354,2.30036092,..,..
Papua New Guinea,PNG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,58.48953247,60.09675598,63.48856354,65.08071899,..,..
Papua New Guinea,PNG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.67796278,1.68148077,1.58740938,1.32699835,..,..
Papua New Guinea,PNG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,42.11017144,45.32049029,44.46991863,37.5428024,..,..
Papua New Guinea,PNG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,10.14458942,8.99854469,9.74447441,9.91931438,..,..
Papua New Guinea,PNG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,5.93352307,5.40783337,6.1866266,6.45556062,..,..
Papua New Guinea,PNG,Urban population,SP.URB.TOTL,1079465,1105552,1133367,1162836,1193981,1227053
Paraguay,PRY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.68209553,6.60703087,6.71837997,7.17281008,..,..
Paraguay,PRY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,355.4480896,375.31781006,390.04763794,388.39324951,..,..
Paraguay,PRY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.15105963,3.02581453,3.01784396,3.29943347,..,..
Paraguay,PRY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,167.61777984,171.88386461,175.20636714,178.65769145,..,..
Paraguay,PRY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,52.48510742,53.91985321,55.01611328,53.99055481,..,..
Paraguay,PRY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,186.55732364,202.370808,214.58904085,209.69567916,..,..
Paraguay,PRY,Urban population,SP.URB.TOTL,4136268,4209507,4283895,4359152,4435221,4511987
Peru,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.97274113,4.91776848,5.19757748,5.21506882,..,..
Peru,PER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,313.5171814,334.82333374,365.86383057,370.10995483,..,..
Peru,PER,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.06615615,3.05735183,3.19640088,3.27981329,..,..
Peru,PER,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,193.3124352,208.1579795,224.99854838,232.76616272,..,..
Peru,PER,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,38.13212967,37.58576584,38.30327225,36.91308594,..,..
Peru,PER,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,119.55078955,125.84590619,140.137808,136.61901519,..,..
Peru,PER,Urban population,SP.URB.TOTL,23979739,24438509,24921877,25390346,25815966,26187142
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.95484376,3.960428,3.95381904,4.07676649,..,..
Philippines,PHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,121.55831909,123.6938324,128.58248901,142.07876587,..,..
Philippines,PHL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.47373426,1.48271859,1.53632784,1.65507495,..,..
Philippines,PHL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,45.29753107,46.30892102,49.96304768,57.68075683,..,..
Philippines,PHL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.47021866,60.36769867,60.83168411,58.98740768,..,..
Philippines,PHL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,73.50657931,74.67111612,78.21889015,83.80857825,..,..
Philippines,PHL,Urban population,SP.URB.TOTL,48177757,49096823,50026969,50975906,51950201,52951609
Poland,POL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.53473806,6.5601325,6.32764196,6.44682503,..,..
Poland,POL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,813.47277832,909.57818604,978.73565674,1014.03820801,..,..
Poland,POL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.49653769,4.51487017,4.49809456,4.60206556,..,..
Poland,POL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,559.74868429,625.99757797,695.74820078,723.87111549,..,..
Poland,POL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,31.17075539,31.14675903,28.85525513,28.55985451,..,..
Poland,POL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,253.5664399,283.30412228,282.41666361,289.60785966,..,..
Poland,POL,Urban population,SP.URB.TOTL,22849639,22824769,22806875,22793332,22755739,22696950
Portugal,PRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.39439583,9.30583763,9.4126482,9.53145981,..,..
Portugal,PRT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1875.2421875,1998.06469727,2216.30664063,2221.43920898,..,..
Portugal,PRT,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.78449821,5.68938971,5.75663471,5.80534792,..,..
Portugal,PRT,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1154.66028991,1221.57384167,1355.4599458,1353.01696565,..,..
Portugal,PRT,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,38.33578873,38.76771927,38.77140808,39.02297974,..,..
Portugal,PRT,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,718.8810604,774.60286362,859.29070956,866.87640668,..,..
Portugal,PRT,Urban population,SP.URB.TOTL,6617169,6659350,6706183,6764658,6827994,6885061
Puerto Rico,PRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Puerto Rico,PRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Puerto Rico,PRI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Puerto Rico,PRI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Puerto Rico,PRI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Puerto Rico,PRI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Puerto Rico,PRI,Urban population,SP.URB.TOTL,3188713,3112035,2988277,2988531,3070896,3054454
Qatar,QAT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.24747443,2.977561,2.62514997,2.9106288,..,..
Qatar,QAT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1856.35571289,1760.47888184,1730.18188477,1807.15393066,..,..
Qatar,QAT,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.61053419,2.25444651,1.87936616,2.11784458,..,..
Qatar,QAT,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1492.26120977,1332.9384817,1238.65123052,1314.92916178,..,..
